Local Time,Measurement,Size (nm),Voltage (V),Sheath Flow,Flowmeter Flow,Corona HV (V)
2025 05 12 03 18 12 +0000, 138 275 15.868743 1 0,50.0,0.3293444444444445,13.99,13.99,4800.0
2025 05 12 03 18 18 +0000, 147 295 17.023079 1 0,50.0,0.3293444444444445,13.97,13.97,4800.0
2025 05 12 03 18 24 +0000, 132 262 15.118440 1 0,50.0,0.3293444444444445,14,14,4800.0
2025 05 12 03 18 30 +0000, 152 302 17.427139 1 0,50.0,0.3293444444444445,14.36,14.36,4800.0
2025 05 12 03 18 36 +0000, 142 281 16.215061 1 0,50.0,0.3293444444444445,13.93,13.93,4800.0
2025 05 12 03 18 42 +0000, 151 300 17.311699 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 12 03 18 48 +0000, 149 296 17.080826 1 0,50.0,0.3293444444444445,13.82,13.82,4800.0
2025 05 12 03 18 54 +0000, 154 306 17.658016 1 0,50.0,0.3293444444444445,13.91,13.91,4800.0
2025 05 12 03 19 00 +0000, 142 282 16.272770 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 12 03 19 07 +0000, 135 271 15.637860 1 0,50.0,0.3293444444444445,14.23,14.23,4800.0
2025 05 12 03 19 13 +0000, 142 286 16.503609 1 0,50.0,0.3293444444444445,13.75,13.75,4800.0
2025 05 12 03 19 19 +0000, 136 269 15.522459 1 0,50.0,0.3293444444444445,13.86,13.86,4800.0
2025 05 12 03 19 25 +0000, 141 282 16.272755 1 0,50.0,0.3293444444444445,14.01,14.01,4800.0
2025 05 12 03 19 31 +0000, 144 285 16.445932 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 12 03 19 37 +0000, 130 260 15.002993 1 0,50.0,0.3293444444444445,13.86,13.86,4800.0
2025 05 12 03 19 43 +0000, 150 297 17.138552 1 0,50.0,0.3293444444444445,14.16,14.16,4800.0
2025 05 12 03 19 51 +0000, 147 292 16.849949 1 0,100.0,0.6826,14.18,14.18,4800.0
2025 05 12 03 19 58 +0000, 153 306 17.657999 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 12 03 20 04 +0000, 165 328 18.927870 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 12 03 20 10 +0000, 140 278 16.041903 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 12 03 20 16 +0000, 156 310 17.888895 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 12 03 20 22 +0000, 146 289 16.676804 1 0,100.0,0.6826,13.95,13.95,4800.0
2025 05 12 03 20 28 +0000, 147 292 16.849949 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 03 20 34 +0000, 161 322 18.581522 1 0,100.0,0.6826,14.18,14.18,4800.0
2025 05 12 03 20 40 +0000, 147 292 16.849949 1 0,100.0,0.6826,14.19,14.19,4800.0
2025 05 12 03 20 46 +0000, 148 290 16.734547 1 0,100.0,0.6826,13.91,13.91,4800.0
2025 05 12 03 20 52 +0000, 132 263 15.176147 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 12 03 20 58 +0000, 171 338 19.505108 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 03 21 05 +0000, 150 296 17.080843 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 03 21 11 +0000, 152 301 17.369427 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 03 21 17 +0000, 171 337 19.447397 1 0,100.0,0.6826,13.75,13.75,4800.0
2025 05 12 03 21 23 +0000, 157 312 18.004335 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 03 21 29 +0000, 154 304 17.542595 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 12 03 21 35 +0000, 155 309 17.831165 1 0,100.0,0.6826,14.12,14.12,4800.0
2025 05 12 03 21 41 +0000, 141 282 16.272755 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 12 03 21 47 +0000, 153 302 17.427156 1 0,100.0,0.6826,13.84,13.84,4800.0
2025 05 12 03 21 53 +0000, 155 309 17.831165 1 0,100.0,0.6826,14.18,14.18,4800.0
2025 05 12 03 21 59 +0000, 151 302 17.427120 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 03 22 06 +0000, 154 304 17.542595 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 12 03 22 12 +0000, 156 309 17.831184 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 12 03 22 18 +0000, 158 314 18.119778 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 03 22 24 +0000, 137 272 15.695601 1 0,100.0,0.6826,14.03,14.03,4800.0
2025 05 12 03 22 30 +0000, 150 296 17.080843 1 0,100.0,0.6826,13.79,13.79,4800.0
2025 05 12 03 22 36 +0000, 151 299 17.253990 1 0,100.0,0.6826,14,14,4800.0
2025 05 12 03 22 42 +0000, 155 306 17.658033 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 12 03 22 48 +0000, 147 287 16.561401 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 03 22 54 +0000, 167 328 18.927908 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 12 03 23 00 +0000, 156 310 17.888895 1 0,100.0,0.6826,13.77,13.77,4800.0
2025 05 12 03 23 07 +0000, 161 319 18.408388 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 12 03 23 13 +0000, 147 291 16.792240 1 0,100.0,0.6826,13.99,13.99,4800.0
2025 05 12 03 23 19 +0000, 177 350 20.197786 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 12 03 23 25 +0000, 156 309 17.831184 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 03 23 31 +0000, 146 287 16.561384 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 12 03 23 37 +0000, 150 298 17.196262 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 03 23 43 +0000, 151 297 17.138569 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 12 03 23 49 +0000, 143 280 16.157370 1 0,100.0,0.6826,13.95,13.95,4800.0
2025 05 12 03 23 55 +0000, 148 293 16.907677 1 0,100.0,0.6826,13.99,13.99,4800.0
2025 05 12 03 24 01 +0000, 153 303 17.484867 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 12 03 24 08 +0000, 159 315 18.177505 1 0,100.0,0.6826,13.78,13.78,4800.0
2025 05 12 03 24 14 +0000, 147 291 16.792240 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 03 24 20 +0000, 156 308 17.773474 1 0,100.0,0.6826,13.74,13.74,4800.0
2025 05 12 03 24 26 +0000, 161 320 18.466101 1 0,100.0,0.6826,13.9,13.9,4800.0
2025 05 12 03 24 32 +0000, 152 303 17.484848 1 0,100.0,0.6826,13.94,13.94,4800.0
2025 05 12 03 24 38 +0000, 155 309 17.831165 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 12 03 24 44 +0000, 157 312 18.004335 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 12 03 24 50 +0000, 160 320 18.466082 1 0,100.0,0.6826,13.81,13.81,4800.0
2025 05 12 03 24 56 +0000, 153 307 17.715708 1 0,100.0,0.6826,14.24,14.24,4800.0
2025 05 12 03 25 02 +0000, 161 320 18.466101 1 0,100.0,0.6826,14.23,14.23,4800.0
2025 05 12 03 25 09 +0000, 146 288 16.619093 1 0,100.0,0.6826,14.25,14.25,4800.0
2025 05 12 03 25 15 +0000, 168 333 19.216490 1 0,100.0,0.6826,13.84,13.84,4800.0
2025 05 12 03 25 21 +0000, 151 299 17.253990 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 12 03 25 27 +0000, 148 295 17.023096 1 0,100.0,0.6826,13.57,13.57,4800.0
2025 05 12 03 25 33 +0000, 163 323 18.639273 1 0,100.0,0.6826,14.17,14.17,4800.0
2025 05 12 03 25 39 +0000, 158 311 17.946644 1 0,100.0,0.6826,13.99,13.99,4800.0
2025 05 12 03 25 45 +0000, 140 276 15.926484 1 0,100.0,0.6826,14.2,14.2,4800.0
2025 05 12 03 25 51 +0000, 165 325 18.754732 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 03 25 57 +0000, 160 317 18.292948 1 0,100.0,0.6826,13.67,13.67,4800.0
2025 05 12 03 26 03 +0000, 153 302 17.427156 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 12 03 26 10 +0000, 165 329 18.985580 1 0,100.0,0.6826,13.91,13.91,4800.0
2025 05 12 03 26 16 +0000, 164 324 18.697002 1 0,100.0,0.6826,13.85,13.85,4800.0
2025 05 12 03 26 22 +0000, 165 327 18.870157 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 03 26 28 +0000, 163 324 18.696985 1 0,100.0,0.6826,13.9,13.9,4800.0
2025 05 12 03 26 34 +0000, 171 339 19.562822 1 0,100.0,0.6826,14.12,14.12,4800.0
2025 05 12 03 26 40 +0000, 160 318 18.350658 1 0,100.0,0.6826,14,14,4800.0
2025 05 12 03 26 46 +0000, 152 302 17.427139 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 12 03 26 52 +0000, 165 330 19.043293 1 0,100.0,0.6826,14.17,14.17,4800.0
2025 05 12 03 26 58 +0000, 147 294 16.965370 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 03 27 04 +0000, 165 326 18.812445 1 0,100.0,0.6826,14.03,14.03,4800.0
2025 05 12 03 27 11 +0000, 151 301 17.369410 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 12 03 27 17 +0000, 165 326 18.812445 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 12 03 27 23 +0000, 153 306 17.657999 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 03 27 29 +0000, 150 296 17.080843 1 0,100.0,0.6826,14.25,14.25,4800.0
2025 05 12 03 27 35 +0000, 155 306 17.658033 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 03 27 41 +0000, 152 301 17.369427 1 0,100.0,0.6826,14.15,14.15,4800.0
2025 05 12 03 27 47 +0000, 171 337 19.447397 1 0,100.0,0.6826,13.91,13.91,4800.0
2025 05 12 03 27 53 +0000, 155 306 17.658033 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 12 03 27 59 +0000, 164 327 18.870138 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 12 03 28 05 +0000, 164 326 18.812426 1 0,100.0,0.6826,14.02,14.02,4800.0
2025 05 12 03 28 12 +0000, 146 289 16.676804 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 12 03 28 18 +0000, 159 318 18.350639 1 0,100.0,0.6826,13.86,13.86,4800.0
2025 05 12 03 28 24 +0000, 146 290 16.734514 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 12 03 28 30 +0000, 161 318 18.350676 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 12 03 28 36 +0000, 153 302 17.427156 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 12 03 28 42 +0000, 144 286 16.503643 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 03 28 48 +0000, 161 321 18.523811 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 12 03 28 54 +0000, 142 282 16.272770 1 0,100.0,0.6826,13.86,13.86,4800.0
2025 05 12 03 29 00 +0000, 144 287 16.561352 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 12 03 29 06 +0000, 159 314 18.119795 1 0,100.0,0.6826,14.12,14.12,4800.0
2025 05 12 03 29 13 +0000, 156 307 17.715761 1 0,100.0,0.6826,13.94,13.94,4800.0
2025 05 12 03 29 19 +0000, 147 291 16.792240 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 12 03 29 25 +0000, 163 324 18.696985 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 12 03 29 31 +0000, 146 290 16.734514 1 0,100.0,0.6826,13.68,13.68,4800.0
2025 05 12 03 29 37 +0000, 157 311 17.946625 1 0,100.0,0.6826,13.71,13.71,4800.0
2025 05 12 03 29 43 +0000, 163 322 18.581560 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 12 03 29 49 +0000, 147 292 16.849949 1 0,100.0,0.6826,13.98,13.98,4800.0
2025 05 12 03 29 57 +0000, 168 333 19.216490 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 12 03 30 04 +0000, 106 215 12.405869 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 12 03 30 10 +0000, 78 154 8.885668 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 12 03 30 16 +0000, 79 159 9.174184 1 0,0.0,0.03434,13.55,13.55,4800.0
2025 05 12 03 30 22 +0000, 78 154 8.885668 1 0,0.0,0.03434,13.89,13.89,4800.0
2025 05 12 03 30 28 +0000, 88 176 10.155210 1 0,0.0,0.03434,13.74,13.74,4800.0
2025 05 12 03 30 34 +0000, 82 162 9.347319 1 0,0.0,0.03434,13.8,13.8,4800.0
2025 05 12 03 30 40 +0000, 81 160 9.231905 1 0,0.0,0.03434,13.9,13.9,4800.0
2025 05 12 03 30 46 +0000, 81 161 9.289606 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 12 03 30 52 +0000, 87 172 9.924390 1 0,0.0,0.03434,13.81,13.81,4800.0
2025 05 12 03 30 58 +0000, 87 172 9.924390 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 12 03 31 05 +0000, 84 167 9.635848 1 0,0.0,0.03434,13.58,13.58,4800.0
2025 05 12 03 31 11 +0000, 89 176 10.155221 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 12 03 31 17 +0000, 91 180 10.386053 1 0,0.0,0.03434,13.89,13.89,4800.0
2025 05 12 03 31 23 +0000, 85 171 9.866668 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 12 03 31 29 +0000, 88 174 10.039805 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 12 03 31 35 +0000, 81 161 9.289606 1 0,0.0,0.03434,13.62,13.62,4800.0
2025 05 12 03 31 41 +0000, 77 152 8.770255 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 12 03 31 47 +0000, 85 168 9.693561 1 0,0.0,0.03434,14.16,14.16,4800.0
2025 05 12 03 31 53 +0000, 63 125 7.212226 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 12 03 31 59 +0000, 87 171 9.866688 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 12 03 32 06 +0000, 83 165 9.520434 1 0,0.0,0.03434,14.08,14.08,4800.0
2025 05 12 03 32 12 +0000, 81 163 9.405010 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 12 03 32 18 +0000, 75 151 8.712536 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 12 03 32 24 +0000, 83 166 9.578135 1 0,0.0,0.03434,14.11,14.11,4800.0
2025 05 12 03 32 30 +0000, 67 134 7.731556 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 12 03 32 36 +0000, 80 160 9.231895 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 12 03 32 42 +0000, 85 169 9.751262 1 0,0.0,0.03434,14.14,14.14,4800.0
2025 05 12 03 32 48 +0000, 84 165 9.520443 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 12 03 32 54 +0000, 82 162 9.347319 1 0,0.0,0.03434,14.21,14.21,4800.0
2025 05 12 03 33 00 +0000, 76 150 8.654843 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 12 03 33 07 +0000, 75 148 8.539433 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 12 03 33 13 +0000, 85 169 9.751262 1 0,0.0,0.03434,13.74,13.74,4800.0
2025 05 12 03 33 19 +0000, 88 174 10.039805 1 0,0.0,0.03434,14.17,14.17,4800.0
2025 05 12 03 33 25 +0000, 91 180 10.386053 1 0,0.0,0.03434,13.73,13.73,4800.0
2025 05 12 03 33 31 +0000, 73 146 8.424013 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 12 03 33 37 +0000, 88 176 10.155210 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 12 03 33 43 +0000, 79 157 9.058781 1 0,0.0,0.03434,13.73,13.73,4800.0
2025 05 12 03 33 49 +0000, 84 167 9.635848 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 12 03 33 55 +0000, 75 149 8.597133 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 12 03 34 01 +0000, 84 167 9.635848 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 12 03 34 08 +0000, 78 154 8.885668 1 0,0.0,0.03434,14.24,14.24,4800.0
2025 05 12 03 34 14 +0000, 79 155 8.943377 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 12 03 34 20 +0000, 88 174 10.039805 1 0,0.0,0.03434,14.22,14.22,4800.0
2025 05 12 03 34 26 +0000, 74 147 8.481723 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 12 03 34 32 +0000, 79 157 9.058781 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 12 03 34 38 +0000, 76 151 8.712545 1 0,0.0,0.03434,14.17,14.17,4800.0
2025 05 12 03 34 44 +0000, 82 163 9.405020 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 12 03 34 50 +0000, 91 179 10.328351 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 12 03 34 56 +0000, 82 161 9.289616 1 0,0.0,0.03434,13.81,13.81,4800.0
2025 05 12 03 35 02 +0000, 84 167 9.635848 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 12 03 35 09 +0000, 89 178 10.270627 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 12 03 35 15 +0000, 74 148 8.539424 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 12 03 35 21 +0000, 88 175 10.097507 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 12 03 35 27 +0000, 77 152 8.770255 1 0,0.0,0.03434,13.89,13.89,4800.0
2025 05 12 03 35 33 +0000, 86 171 9.866677 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 12 03 35 39 +0000, 84 167 9.635848 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 12 03 35 45 +0000, 67 134 7.731556 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 12 03 35 51 +0000, 81 161 9.289606 1 0,0.0,0.03434,14.15,14.15,4800.0
2025 05 12 03 35 57 +0000, 84 166 9.578145 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 12 03 36 03 +0000, 88 175 10.097507 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 12 03 36 10 +0000, 88 174 10.039805 1 0,0.0,0.03434,14.17,14.17,4800.0
2025 05 12 03 36 16 +0000, 82 161 9.289616 1 0,0.0,0.03434,14.04,14.04,4800.0
2025 05 12 03 36 22 +0000, 78 155 8.943368 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 12 03 36 28 +0000, 87 171 9.866688 1 0,0.0,0.03434,13.79,13.79,4800.0
2025 05 12 03 36 34 +0000, 91 180 10.386053 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 12 03 36 40 +0000, 81 160 9.231905 1 0,0.0,0.03434,14.15,14.15,4800.0
2025 05 12 03 36 46 +0000, 84 168 9.693550 1 0,0.0,0.03434,14.15,14.15,4800.0
2025 05 12 03 36 52 +0000, 70 138 7.962382 1 0,0.0,0.03434,13.67,13.67,4800.0
2025 05 12 03 36 58 +0000, 88 174 10.039805 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 12 03 37 04 +0000, 77 152 8.770255 1 0,0.0,0.03434,13.81,13.81,4800.0
2025 05 12 03 37 11 +0000, 84 165 9.520443 1 0,0.0,0.03434,14.2,14.2,4800.0
2025 05 12 03 37 17 +0000, 87 173 9.982093 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 12 03 37 23 +0000, 80 161 9.289597 1 0,0.0,0.03434,14.03,14.03,4800.0
2025 05 12 03 37 29 +0000, 77 154 8.885658 1 0,0.0,0.03434,13.92,13.92,4800.0
2025 05 12 03 37 35 +0000, 91 180 10.386053 1 0,0.0,0.03434,14.14,14.14,4800.0
2025 05 12 03 37 41 +0000, 84 167 9.635848 1 0,0.0,0.03434,13.83,13.83,4800.0
2025 05 12 03 37 47 +0000, 98 194 11.193979 1 0,0.0,0.03434,13.93,13.93,4800.0
2025 05 12 03 37 53 +0000, 79 155 8.943377 1 0,0.0,0.03434,14,14,4800.0
2025 05 12 03 37 59 +0000, 85 169 9.751262 1 0,0.0,0.03434,14.02,14.02,4800.0
2025 05 12 03 38 05 +0000, 89 177 10.212924 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 12 03 38 12 +0000, 82 162 9.347319 1 0,0.0,0.03434,14.11,14.11,4800.0
2025 05 12 03 38 18 +0000, 85 169 9.751262 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 12 03 38 24 +0000, 82 165 9.520425 1 0,0.0,0.03434,13.85,13.85,4800.0
2025 05 12 03 38 30 +0000, 87 172 9.924390 1 0,0.0,0.03434,13.63,13.63,4800.0
2025 05 12 03 38 36 +0000, 86 173 9.982082 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 12 03 38 42 +0000, 80 159 9.174193 1 0,0.0,0.03434,13.78,13.78,4800.0
2025 05 12 03 38 48 +0000, 86 172 9.924379 1 0,0.0,0.03434,13.7,13.7,4800.0
2025 05 12 03 38 54 +0000, 76 151 8.712545 1 0,0.0,0.03434,14.16,14.16,4800.0
2025 05 12 03 39 00 +0000, 83 166 9.578135 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 12 03 39 06 +0000, 86 171 9.866677 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 12 03 39 13 +0000, 69 137 7.904674 1 0,0.0,0.03434,14.03,14.03,4800.0
2025 05 12 03 39 19 +0000, 82 162 9.347319 1 0,0.0,0.03434,13.92,13.92,4800.0
2025 05 12 03 39 25 +0000, 72 143 8.250902 1 0,0.0,0.03434,14.14,14.14,4800.0
2025 05 12 03 39 31 +0000, 93 183 10.559184 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 12 03 39 37 +0000, 78 156 9.001070 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 12 03 39 43 +0000, 82 165 9.520425 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 12 03 39 49 +0000, 82 163 9.405020 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 12 03 39 55 +0000, 78 154 8.885668 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 12 03 40 01 +0000, 90 179 10.328341 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 12 03 40 07 +0000, 73 145 8.366312 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 12 03 40 14 +0000, 85 168 9.693561 1 0,0.0,0.03434,14.26,14.26,4800.0
2025 05 12 03 40 20 +0000, 90 177 10.212934 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 12 03 40 26 +0000, 83 166 9.578135 1 0,0.0,0.03434,13.93,13.93,4800.0
2025 05 12 03 40 32 +0000, 69 139 8.020075 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 12 03 40 38 +0000, 87 174 10.039796 1 0,0.0,0.03434,13.8,13.8,4800.0
2025 05 12 03 40 44 +0000, 88 176 10.155210 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 12 03 40 50 +0000, 73 147 8.481714 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 12 03 40 56 +0000, 92 183 10.559174 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 12 03 41 02 +0000, 82 163 9.405020 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 12 03 41 08 +0000, 96 192 11.078549 1 0,0.0,0.03434,13.75,13.75,4800.0
2025 05 12 03 41 15 +0000, 87 171 9.866688 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 12 03 41 21 +0000, 85 169 9.751262 1 0,0.0,0.03434,14.23,14.23,4800.0
2025 05 12 03 41 27 +0000, 91 180 10.386053 1 0,0.0,0.03434,14.21,14.21,4800.0
2025 05 12 03 41 33 +0000, 82 164 9.462722 1 0,0.0,0.03434,13.84,13.84,4800.0
2025 05 12 03 41 39 +0000, 93 185 10.674591 1 0,0.0,0.03434,13.98,13.98,4800.0
2025 05 12 03 41 45 +0000, 85 169 9.751262 1 0,0.0,0.03434,14.03,14.03,4800.0
2025 05 12 03 41 51 +0000, 80 158 9.116491 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 12 03 41 57 +0000, 85 169 9.751262 1 0,0.0,0.03434,13.79,13.79,4800.0
2025 05 12 03 42 03 +0000, 86 171 9.866677 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 12 03 42 09 +0000, 86 169 9.751272 1 0,0.0,0.03434,14.16,14.16,4800.0
2025 05 12 03 42 16 +0000, 89 177 10.212924 1 0,0.0,0.03434,14.21,14.21,4800.0
2025 05 12 03 42 22 +0000, 81 160 9.231905 1 0,0.0,0.03434,13.95,13.95,4800.0
2025 05 12 03 42 28 +0000, 87 172 9.924390 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 12 03 42 34 +0000, 92 182 10.501472 1 0,0.0,0.03434,13.95,13.95,4800.0
2025 05 12 03 42 40 +0000, 71 142 8.193192 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 12 03 42 46 +0000, 78 155 8.943368 1 0,0.0,0.03434,13.98,13.98,4800.0
2025 05 12 03 42 52 +0000, 71 141 8.135491 1 0,0.0,0.03434,14.16,14.16,4800.0
2025 05 12 03 42 58 +0000, 87 174 10.039796 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 12 03 43 04 +0000, 83 163 9.405029 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 12 03 43 10 +0000, 79 157 9.058781 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 12 03 43 17 +0000, 78 155 8.943368 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 12 03 43 23 +0000, 76 151 8.712545 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 12 03 43 29 +0000, 84 168 9.693550 1 0,0.0,0.03434,13.92,13.92,4800.0
2025 05 12 03 43 35 +0000, 81 158 9.116501 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 12 03 43 41 +0000, 92 181 10.443768 1 0,0.0,0.03434,14.26,14.26,4800.0
2025 05 12 03 43 47 +0000, 75 149 8.597133 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 12 03 43 53 +0000, 86 171 9.866677 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 12 03 43 59 +0000, 82 162 9.347319 1 0,0.0,0.03434,14.39,14.39,4800.0
2025 05 12 03 44 05 +0000, 86 170 9.808975 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 12 03 44 11 +0000, 86 173 9.982082 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 12 03 44 18 +0000, 92 181 10.443768 1 0,0.0,0.03434,13.9,13.9,4800.0
2025 05 12 03 44 24 +0000, 79 157 9.058781 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 12 03 44 30 +0000, 85 167 9.635858 1 0,0.0,0.03434,14.3,14.3,4800.0
2025 05 12 03 44 36 +0000, 92 181 10.443768 1 0,0.0,0.03434,14.17,14.17,4800.0
2025 05 12 03 44 42 +0000, 77 155 8.943359 1 0,0.0,0.03434,14.14,14.14,4800.0
2025 05 12 03 44 48 +0000, 93 185 10.674591 1 0,0.0,0.03434,13.8,13.8,4800.0
