Local Time,Measurement,Size (nm),Voltage (V),Sheath Flow,Flowmeter Flow,Corona HV (V)
2025 05 11 18 00 31 +0200, 111 231 13.329223 1 0,0.0,0.03434,13.67,13.67,4800.0
2025 05 11 18 00 37 +0200, 132 276 15.926357 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 00 43 +0200, 121 252 14.541200 1 0,0.0,0.03434,14.21,14.21,4800.0
2025 05 11 18 00 49 +0200, 125 265 15.291457 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 11 18 00 55 +0200, 124 263 15.176025 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 11 18 01 01 +0200, 115 245 14.137165 1 0,0.0,0.03434,14.11,14.11,4800.0
2025 05 11 18 01 08 +0200, 130 276 15.926325 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 11 18 01 14 +0200, 123 263 15.176011 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 11 18 01 20 +0200, 128 272 15.695458 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 11 18 01 26 +0200, 115 242 13.964046 1 0,0.0,0.03434,14.24,14.24,4800.0
2025 05 11 18 01 32 +0200, 122 258 14.887458 1 0,0.0,0.03434,13.77,13.77,4800.0
2025 05 11 18 01 38 +0200, 125 261 15.060626 1 0,0.0,0.03434,13.83,13.83,4800.0
2025 05 11 18 01 44 +0200, 128 271 15.637751 1 0,0.0,0.03434,14.16,14.16,4800.0
2025 05 11 18 01 50 +0200, 143 302 17.426981 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 11 18 01 56 +0200, 113 239 13.790899 1 0,0.0,0.03434,14.15,14.15,4800.0
2025 05 11 18 02 02 +0200, 130 273 15.753200 1 0,0.0,0.03434,13.93,13.93,4800.0
2025 05 11 18 02 09 +0200, 139 298 17.196072 1 0,0.0,0.03434,14.02,14.02,4800.0
2025 05 11 18 02 15 +0200, 146 308 17.773296 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 11 18 02 21 +0200, 132 279 16.099482 1 0,0.0,0.03434,13.95,13.95,4800.0
2025 05 11 18 02 27 +0200, 141 299 17.253819 1 0,0.0,0.03434,14,14,4800.0
2025 05 11 18 02 33 +0200, 128 270 15.580043 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 11 18 02 39 +0200, 128 271 15.637751 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 11 18 02 45 +0200, 115 244 14.079458 1 0,0.0,0.03434,13.84,13.84,4800.0
2025 05 11 18 02 51 +0200, 126 266 15.349179 1 0,0.0,0.03434,13.73,13.73,4800.0
2025 05 11 18 02 57 +0200, 138 292 16.849796 1 0,0.0,0.03434,13.83,13.83,4800.0
2025 05 11 18 03 03 +0200, 128 272 15.695458 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 11 18 03 10 +0200, 134 284 16.388058 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 11 18 03 16 +0200, 111 235 13.560046 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 11 18 03 22 +0200, 113 240 13.848605 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 03 28 +0200, 132 280 16.157192 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 11 18 03 34 +0200, 136 283 16.330383 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 11 18 03 40 +0200, 107 225 12.982936 1 0,0.0,0.03434,13.69,13.69,4800.0
2025 05 11 18 03 46 +0200, 116 243 14.021766 1 0,0.0,0.03434,13.75,13.75,4800.0
2025 05 11 18 03 52 +0200, 123 262 15.118304 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 11 18 03 58 +0200, 123 260 15.002888 1 0,0.0,0.03434,14.16,14.16,4800.0
2025 05 11 18 04 04 +0200, 127 270 15.580028 1 0,0.0,0.03434,14.11,14.11,4800.0
2025 05 11 18 04 11 +0200, 110 236 13.617739 1 0,0.0,0.03434,14.04,14.04,4800.0
2025 05 11 18 04 17 +0200, 135 284 16.388075 1 0,0.0,0.03434,14.2,14.2,4800.0
2025 05 11 18 04 23 +0200, 107 231 13.329169 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 11 18 04 29 +0200, 118 252 14.541156 1 0,0.0,0.03434,13.84,13.84,4800.0
2025 05 11 18 04 35 +0200, 114 241 13.906325 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 11 18 04 41 +0200, 113 237 13.675486 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 11 18 04 47 +0200, 117 245 14.137194 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 11 18 04 53 +0200, 108 230 13.271477 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 04 59 +0200, 114 239 13.790913 1 0,0.0,0.03434,14.04,14.04,4800.0
2025 05 11 18 05 05 +0200, 112 237 13.675472 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 11 18 05 12 +0200, 132 280 16.157192 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 11 18 05 18 +0200, 121 253 14.598907 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 05 24 +0200, 102 214 12.348115 1 0,0.0,0.03434,13.57,13.57,4800.0
2025 05 11 18 05 30 +0200, 118 247 14.252622 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 11 18 05 36 +0200, 112 238 13.733178 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 11 18 05 42 +0200, 113 236 13.617781 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 11 18 05 48 +0200, 114 242 13.964032 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 05 54 +0200, 111 236 13.617753 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 11 18 06 00 +0200, 125 264 15.233748 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 11 18 06 06 +0200, 104 218 12.578960 1 0,0.0,0.03434,13.98,13.98,4800.0
2025 05 11 18 06 13 +0200, 123 260 15.002888 1 0,0.0,0.03434,14.02,14.02,4800.0
2025 05 11 18 06 19 +0200, 113 238 13.733192 1 0,0.0,0.03434,14.11,14.11,4800.0
2025 05 11 18 06 25 +0200, 109 230 13.271490 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 11 18 06 31 +0200, 118 251 14.483449 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 11 18 06 37 +0200, 112 234 13.502354 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 11 18 06 43 +0200, 107 223 12.867524 1 0,0.0,0.03434,13.9,13.9,4800.0
2025 05 11 18 06 49 +0200, 111 235 13.560046 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 06 55 +0200, 104 222 12.809781 1 0,0.0,0.03434,14.22,14.22,4800.0
2025 05 11 18 07 01 +0200, 113 241 13.906311 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 11 18 07 07 +0200, 110 230 13.271503 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 11 18 07 14 +0200, 113 238 13.733192 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 11 18 07 20 +0200, 94 196 11.309342 1 0,0.0,0.03434,13.76,13.76,4800.0
2025 05 11 18 07 26 +0200, 115 242 13.964046 1 0,0.0,0.03434,14.21,14.21,4800.0
2025 05 11 18 07 32 +0200, 107 223 12.867524 1 0,0.0,0.03434,13.81,13.81,4800.0
2025 05 11 18 07 38 +0200, 112 233 13.444648 1 0,0.0,0.03434,13.85,13.85,4800.0
2025 05 11 18 07 44 +0200, 108 228 13.156066 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 07 50 +0200, 112 231 13.329236 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 07 56 +0200, 95 199 11.482466 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 11 18 08 02 +0200, 103 213 12.290422 1 0,0.0,0.03434,13.79,13.79,4800.0
2025 05 11 18 08 08 +0200, 109 230 13.271490 1 0,0.0,0.03434,14.16,14.16,4800.0
2025 05 11 18 08 15 +0200, 99 208 12.001851 1 0,0.0,0.03434,14.23,14.23,4800.0
2025 05 11 18 08 21 +0200, 109 228 13.156079 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 11 18 08 27 +0200, 117 245 14.137194 1 0,0.0,0.03434,14.04,14.04,4800.0
2025 05 11 18 08 33 +0200, 120 253 14.598892 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 11 18 08 39 +0200, 104 216 12.463551 1 0,0.0,0.03434,14.11,14.11,4800.0
2025 05 11 18 08 45 +0200, 113 238 13.733192 1 0,0.0,0.03434,14.02,14.02,4800.0
2025 05 11 18 08 51 +0200, 112 237 13.675472 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 11 18 08 57 +0200, 119 249 14.368049 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 11 18 09 03 +0200, 113 240 13.848605 1 0,0.0,0.03434,14,14,4800.0
2025 05 11 18 09 09 +0200, 107 223 12.867524 1 0,0.0,0.03434,13.98,13.98,4800.0
2025 05 11 18 09 16 +0200, 124 262 15.118319 1 0,0.0,0.03434,14.2,14.2,4800.0
2025 05 11 18 09 22 +0200, 120 253 14.598892 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 09 28 +0200, 104 220 12.694370 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 11 18 09 34 +0200, 109 231 13.329197 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 11 18 09 40 +0200, 108 227 13.098360 1 0,0.0,0.03434,14.19,14.19,4800.0
2025 05 11 18 09 46 +0200, 111 233 13.444634 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 09 52 +0200, 109 227 13.098373 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 11 18 09 58 +0200, 113 241 13.906311 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 11 18 10 04 +0200, 106 221 12.752101 1 0,0.0,0.03434,13.66,13.66,4800.0
2025 05 11 18 10 10 +0200, 116 243 14.021766 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 11 18 10 17 +0200, 109 229 13.213784 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 11 18 10 23 +0200, 121 255 14.714321 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 11 18 10 29 +0200, 108 229 13.213771 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 10 35 +0200, 107 224 12.925230 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 11 18 10 41 +0200, 105 221 12.752089 1 0,0.0,0.03434,13.95,13.95,4800.0
2025 05 11 18 10 47 +0200, 97 205 11.828713 1 0,0.0,0.03434,13.77,13.77,4800.0
2025 05 11 18 10 53 +0200, 101 212 12.232693 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 10 59 +0200, 113 236 13.617781 1 0,0.0,0.03434,13.9,13.9,4800.0
2025 05 11 18 11 05 +0200, 105 225 12.982910 1 0,0.0,0.03434,13.95,13.95,4800.0
2025 05 11 18 11 11 +0200, 97 204 11.771008 1 0,0.0,0.03434,13.92,13.92,4800.0
2025 05 11 18 11 18 +0200, 96 203 11.713293 1 0,0.0,0.03434,13.81,13.81,4800.0
2025 05 11 18 11 24 +0200, 97 203 11.713305 1 0,0.0,0.03434,13.65,13.65,4800.0
2025 05 11 18 11 30 +0200, 115 244 14.079458 1 0,0.0,0.03434,13.77,13.77,4800.0
2025 05 11 18 11 36 +0200, 103 217 12.521242 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 11 18 11 42 +0200, 102 213 12.290410 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 11 18 11 48 +0200, 112 236 13.617766 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 11 18 11 54 +0200, 97 203 11.713305 1 0,0.0,0.03434,14,14,4800.0
2025 05 11 18 12 00 +0200, 116 243 14.021766 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 11 18 12 06 +0200, 108 228 13.156066 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 11 18 12 12 +0200, 104 217 12.521255 1 0,0.0,0.03434,14,14,4800.0
2025 05 11 18 12 19 +0200, 97 204 11.771008 1 0,0.0,0.03434,13.62,13.62,4800.0
2025 05 11 18 12 25 +0200, 116 244 14.079473 1 0,0.0,0.03434,13.83,13.83,4800.0
2025 05 11 18 12 31 +0200, 101 211 12.174989 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 11 18 12 37 +0200, 110 231 13.329209 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 11 18 12 43 +0200, 96 202 11.655590 1 0,0.0,0.03434,14.02,14.02,4800.0
2025 05 11 18 12 49 +0200, 109 230 13.271490 1 0,0.0,0.03434,14.22,14.22,4800.0
2025 05 11 18 12 55 +0200, 103 217 12.521242 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 11 18 13 01 +0200, 114 239 13.790913 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 11 18 13 07 +0200, 117 245 14.137194 1 0,0.0,0.03434,14.08,14.08,4800.0
2025 05 11 18 13 13 +0200, 98 204 11.771021 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 11 18 13 20 +0200, 114 237 13.675500 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 11 18 13 26 +0200, 105 219 12.636679 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 11 18 13 32 +0200, 101 210 12.117284 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 13 38 +0200, 107 227 13.098347 1 0,0.0,0.03434,14.17,14.17,4800.0
2025 05 11 18 13 44 +0200, 99 207 11.944146 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 11 18 13 50 +0200, 111 235 13.560046 1 0,0.0,0.03434,13.83,13.83,4800.0
2025 05 11 18 13 56 +0200, 115 243 14.021751 1 0,0.0,0.03434,13.78,13.78,4800.0
2025 05 11 18 14 02 +0200, 94 198 11.424749 1 0,0.0,0.03434,14.08,14.08,4800.0
2025 05 11 18 14 08 +0200, 115 241 13.906339 1 0,0.0,0.03434,13.93,13.93,4800.0
2025 05 11 18 14 14 +0200, 108 226 13.040654 1 0,0.0,0.03434,14.03,14.03,4800.0
2025 05 11 18 14 21 +0200, 120 253 14.598892 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 11 18 14 27 +0200, 102 215 12.405820 1 0,0.0,0.03434,14.12,14.12,4800.0
2025 05 11 18 14 33 +0200, 108 231 13.329183 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 11 18 14 39 +0200, 98 208 12.001839 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 11 18 14 45 +0200, 98 207 11.944134 1 0,0.0,0.03434,13.98,13.98,4800.0
2025 05 11 18 14 51 +0200, 102 213 12.290410 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 11 18 14 57 +0200, 100 211 12.174977 1 0,0.0,0.03434,13.98,13.98,4800.0
2025 05 11 18 15 03 +0200, 106 224 12.925217 1 0,0.0,0.03434,13.82,13.82,4800.0
2025 05 11 18 15 09 +0200, 107 224 12.925230 1 0,0.0,0.03434,14.28,14.28,4800.0
2025 05 11 18 15 15 +0200, 92 196 11.309320 1 0,0.0,0.03434,13.86,13.86,4800.0
2025 05 11 18 15 22 +0200, 105 220 12.694383 1 0,0.0,0.03434,14.1,14.1,4800.0
2025 05 11 18 15 28 +0200, 111 232 13.386929 1 0,0.0,0.03434,13.92,13.92,4800.0
2025 05 11 18 15 34 +0200, 97 205 11.828713 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 15 40 +0200, 94 199 11.482454 1 0,0.0,0.03434,14.23,14.23,4800.0
2025 05 11 18 15 46 +0200, 118 246 14.194915 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 11 18 15 52 +0200, 108 229 13.213771 1 0,0.0,0.03434,13.8,13.8,4800.0
2025 05 11 18 15 58 +0200, 115 239 13.790926 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 11 18 16 04 +0200, 100 211 12.174977 1 0,0.0,0.03434,14.2,14.2,4800.0
2025 05 11 18 16 10 +0200, 106 223 12.867511 1 0,0.0,0.03434,13.85,13.85,4800.0
2025 05 11 18 16 16 +0200, 110 230 13.271503 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 16 23 +0200, 121 255 14.714321 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 11 18 16 29 +0200, 103 215 12.405832 1 0,0.0,0.03434,13.92,13.92,4800.0
2025 05 11 18 16 35 +0200, 109 229 13.213784 1 0,0.0,0.03434,13.88,13.88,4800.0
2025 05 11 18 16 41 +0200, 117 245 14.137194 1 0,0.0,0.03434,13.99,13.99,4800.0
2025 05 11 18 16 47 +0200, 100 211 12.174977 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 11 18 16 53 +0200, 120 251 14.483478 1 0,0.0,0.03434,14.02,14.02,4800.0
2025 05 11 18 16 59 +0200, 100 208 12.001863 1 0,0.0,0.03434,13.93,13.93,4800.0
2025 05 11 18 17 05 +0200, 112 233 13.444648 1 0,0.0,0.03434,13.92,13.92,4800.0
2025 05 11 18 17 11 +0200, 101 213 12.290398 1 0,0.0,0.03434,13.86,13.86,4800.0
2025 05 11 18 17 17 +0200, 106 224 12.925217 1 0,0.0,0.03434,13.91,13.91,4800.0
2025 05 11 18 17 24 +0200, 113 240 13.848605 1 0,0.0,0.03434,14.14,14.14,4800.0
2025 05 11 18 17 30 +0200, 111 230 13.271517 1 0,0.0,0.03434,14.2,14.2,4800.0
2025 05 11 18 17 36 +0200, 106 219 12.636690 1 0,0.0,0.03434,14.06,14.06,4800.0
2025 05 11 18 17 42 +0200, 95 203 11.713282 1 0,0.0,0.03434,13.96,13.96,4800.0
2025 05 11 18 17 48 +0200, 100 215 12.405795 1 0,0.0,0.03434,14.16,14.16,4800.0
2025 05 11 18 17 54 +0200, 94 198 11.424749 1 0,0.0,0.03434,13.68,13.68,4800.0
2025 05 11 18 18 00 +0200, 92 194 11.193913 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 11 18 18 06 +0200, 90 187 10.789966 1 0,0.0,0.03434,13.87,13.87,4800.0
2025 05 11 18 18 12 +0200, 97 204 11.771008 1 0,0.0,0.03434,14.09,14.09,4800.0
2025 05 11 18 18 18 +0200, 114 241 13.906325 1 0,0.0,0.03434,13.94,13.94,4800.0
2025 05 11 18 18 25 +0200, 102 214 12.348115 1 0,0.0,0.03434,14.18,14.18,4800.0
2025 05 11 18 18 31 +0200, 91 190 10.963087 1 0,0.0,0.03434,13.95,13.95,4800.0
2025 05 11 18 18 37 +0200, 86 180 10.386002 1 0,0.0,0.03434,13.62,13.62,4800.0
2025 05 11 18 18 43 +0200, 112 234 13.502354 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 18 49 +0200, 115 241 13.906339 1 0,0.0,0.03434,14.15,14.15,4800.0
2025 05 11 18 18 55 +0200, 93 195 11.251627 1 0,0.0,0.03434,13.75,13.75,4800.0
2025 05 11 18 19 01 +0200, 106 222 12.809807 1 0,0.0,0.03434,14.08,14.08,4800.0
2025 05 11 18 19 07 +0200, 103 217 12.521242 1 0,0.0,0.03434,14,14,4800.0
2025 05 11 18 19 13 +0200, 94 197 11.367045 1 0,0.0,0.03434,14.05,14.05,4800.0
2025 05 11 18 19 19 +0200, 102 217 12.521230 1 0,0.0,0.03434,14.23,14.23,4800.0
2025 05 11 18 19 26 +0200, 104 217 12.521255 1 0,0.0,0.03434,13.9,13.9,4800.0
2025 05 11 18 19 32 +0200, 99 208 12.001851 1 0,0.0,0.03434,14.01,14.01,4800.0
2025 05 11 18 19 38 +0200, 114 241 13.906325 1 0,0.0,0.03434,13.97,13.97,4800.0
2025 05 11 18 19 44 +0200, 102 217 12.521230 1 0,0.0,0.03434,13.86,13.86,4800.0
2025 05 11 18 19 50 +0200, 102 215 12.405820 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 19 58 +0200, 97 203 11.713305 1 0,0.0,0.03434,13.92,13.92,0.0
2025 05 11 18 20 04 +0200, 79 161 9.289588 1 0,0.0,0.03434,14.06,14.06,0.0
2025 05 11 18 20 10 +0200, 84 172 9.924359 1 0,0.0,0.03434,14.11,14.11,0.0
2025 05 11 18 20 17 +0200, 76 156 9.001052 1 0,0.0,0.03434,14.24,14.24,0.0
2025 05 11 18 20 23 +0200, 79 160 9.231886 1 0,0.0,0.03434,13.86,13.86,0.0
2025 05 11 18 20 29 +0200, 73 150 8.654818 1 0,0.0,0.03434,14.1,14.1,0.0
2025 05 11 18 20 35 +0200, 79 160 9.231886 1 0,0.0,0.03434,14.24,14.24,0.0
2025 05 11 18 20 41 +0200, 81 166 9.578116 1 0,0.0,0.03434,13.99,13.99,0.0
2025 05 11 18 20 47 +0200, 74 153 8.827930 1 0,0.0,0.03434,14.04,14.04,0.0
2025 05 11 18 20 53 +0200, 88 180 10.386022 1 0,0.0,0.03434,13.99,13.99,0.0
2025 05 11 18 21 01 +0200, 82 168 9.693531 1 0,30.0,0.18804222222222225,13.67,13.67,4800.0
2025 05 11 18 21 08 +0200, 338 704 40.636909 1 0,30.0,0.18804222222222225,14.24,14.24,4800.0
2025 05 11 18 21 14 +0200, 375 781 45.084194 1 0,30.0,0.18804222222222225,14.07,14.07,4800.0
2025 05 11 18 21 20 +0200, 390 814 46.990295 1 0,30.0,0.18804222222222225,14.04,14.04,4800.0
2025 05 11 18 21 26 +0200, 389 812 46.874763 1 0,30.0,0.18804222222222225,13.81,13.81,4800.0
2025 05 11 18 21 32 +0200, 381 794 45.835072 1 0,30.0,0.18804222222222225,14.12,14.12,4800.0
2025 05 11 18 21 38 +0200, 383 795 45.892906 1 0,30.0,0.18804222222222225,14.23,14.23,4800.0
2025 05 11 18 21 44 +0200, 381 791 45.661854 1 0,30.0,0.18804222222222225,13.82,13.82,4800.0
2025 05 11 18 21 50 +0200, 425 888 51.264977 1 0,30.0,0.18804222222222225,13.69,13.69,4800.0
2025 05 11 18 21 56 +0200, 395 820 47.336975 1 0,30.0,0.18804222222222225,13.62,13.62,4800.0
2025 05 11 18 22 02 +0200, 370 769 44.391113 1 0,30.0,0.18804222222222225,14,14,4800.0
2025 05 11 18 22 09 +0200, 371 772 44.564369 1 0,30.0,0.18804222222222225,14.11,14.11,4800.0
2025 05 11 18 22 15 +0200, 362 760 43.871117 1 0,30.0,0.18804222222222225,14.1,14.1,4800.0
2025 05 11 18 22 21 +0200, 377 789 45.546196 1 0,30.0,0.18804222222222225,14.06,14.06,4800.0
2025 05 11 18 22 27 +0200, 350 735 42.427189 1 0,30.0,0.18804222222222225,14.24,14.24,4800.0
2025 05 11 18 22 33 +0200, 342 715 41.272148 1 0,30.0,0.18804222222222225,13.98,13.98,4800.0
2025 05 11 18 22 39 +0200, 398 834 48.145496 1 0,30.0,0.18804222222222225,14.2,14.2,4800.0
2025 05 11 18 22 45 +0200, 391 819 47.279045 1 0,30.0,0.18804222222222225,13.71,13.71,4800.0
2025 05 11 18 22 51 +0200, 388 817 47.163422 1 0,30.0,0.18804222222222225,13.87,13.87,4800.0
2025 05 11 18 22 57 +0200, 391 822 47.452267 1 0,30.0,0.18804222222222225,13.86,13.86,4800.0
2025 05 11 18 23 03 +0200, 400 837 48.318817 1 0,30.0,0.18804222222222225,14.04,14.04,4800.0
2025 05 11 18 23 10 +0200, 374 779 44.968674 1 0,30.0,0.18804222222222225,14.24,14.24,4800.0
2025 05 11 18 23 16 +0200, 373 781 45.084106 1 0,30.0,0.18804222222222225,14.03,14.03,4800.0
2025 05 11 18 23 22 +0200, 436 904 52.189476 1 0,30.0,0.18804222222222225,14.17,14.17,4800.0
2025 05 11 18 23 28 +0200, 418 873 50.398457 1 0,30.0,0.18804222222222225,14.03,14.03,4800.0
2025 05 11 18 23 34 +0200, 418 875 50.513943 1 0,30.0,0.18804222222222225,13.68,13.68,4800.0
2025 05 11 18 23 40 +0200, 395 829 47.856647 1 0,30.0,0.18804222222222225,13.63,13.63,4800.0
2025 05 11 18 23 46 +0200, 393 824 47.567841 1 0,30.0,0.18804222222222225,13.84,13.84,4800.0
2025 05 11 18 23 52 +0200, 386 809 46.701401 1 0,30.0,0.18804222222222225,14.1,14.1,4800.0
2025 05 11 18 23 58 +0200, 370 770 44.448853 1 0,30.0,0.18804222222222225,13.84,13.84,4800.0
2025 05 11 18 24 04 +0200, 389 813 46.932503 1 0,30.0,0.18804222222222225,13.96,13.96,4800.0
2025 05 11 18 24 11 +0200, 422 882 50.918358 1 0,30.0,0.18804222222222225,14.16,14.16,4800.0
2025 05 11 18 24 17 +0200, 444 925 53.402576 1 0,30.0,0.18804222222222225,14.23,14.23,4800.0
2025 05 11 18 24 23 +0200, 418 875 50.513943 1 0,30.0,0.18804222222222225,14.17,14.17,4800.0
2025 05 11 18 24 29 +0200, 404 844 48.723209 1 0,30.0,0.18804222222222225,13.87,13.87,4800.0
2025 05 11 18 24 35 +0200, 404 845 48.780949 1 0,30.0,0.18804222222222225,13.88,13.88,4800.0
2025 05 11 18 24 41 +0200, 402 835 48.203430 1 0,30.0,0.18804222222222225,14.03,14.03,4800.0
2025 05 11 18 24 47 +0200, 425 887 51.207233 1 0,30.0,0.18804222222222225,14.06,14.06,4800.0
2025 05 11 18 24 53 +0200, 450 936 54.038124 1 0,30.0,0.18804222222222225,13.89,13.89,4800.0
2025 05 11 18 24 59 +0200, 425 881 50.860764 1 0,30.0,0.18804222222222225,13.59,13.59,4800.0
2025 05 11 18 25 05 +0200, 402 838 48.376656 1 0,30.0,0.18804222222222225,14.14,14.14,4800.0
2025 05 11 18 25 12 +0200, 407 852 49.185295 1 0,30.0,0.18804222222222225,14.11,14.11,4800.0
2025 05 11 18 25 18 +0200, 405 843 48.665516 1 0,30.0,0.18804222222222225,13.89,13.89,4800.0
2025 05 11 18 25 24 +0200, 417 865 49.936451 1 0,30.0,0.18804222222222225,14.02,14.02,4800.0
2025 05 11 18 25 30 +0200, 410 860 49.647388 1 0,30.0,0.18804222222222225,13.9,13.9,4800.0
2025 05 11 18 25 36 +0200, 432 900 51.958286 1 0,30.0,0.18804222222222225,13.78,13.78,4800.0
2025 05 11 18 25 42 +0200, 464 966 55.771358 1 0,30.0,0.18804222222222225,14.26,14.26,4800.0
2025 05 11 18 25 48 +0200, 413 863 49.820766 1 0,30.0,0.18804222222222225,13.98,13.98,4800.0
2025 05 11 18 25 54 +0200, 459 961 55.482334 1 0,30.0,0.18804222222222225,13.76,13.76,4800.0
2025 05 11 18 26 00 +0200, 451 951 54.904400 1 0,30.0,0.18804222222222225,14.14,14.14,4800.0
2025 05 11 18 26 06 +0200, 451 946 54.615662 1 0,30.0,0.18804222222222225,13.95,13.95,4800.0
2025 05 11 18 26 13 +0200, 430 904 52.189159 1 0,30.0,0.18804222222222225,14.09,14.09,4800.0
2025 05 11 18 26 19 +0200, 468 977 56.406834 1 0,30.0,0.18804222222222225,14.14,14.14,4800.0
2025 05 11 18 26 25 +0200, 434 911 52.593594 1 0,30.0,0.18804222222222225,14.08,14.08,4800.0
2025 05 11 18 26 31 +0200, 415 870 50.225075 1 0,30.0,0.18804222222222225,14,14,4800.0
2025 05 11 18 26 37 +0200, 417 873 50.398403 1 0,30.0,0.18804222222222225,14.15,14.15,4800.0
2025 05 11 18 26 43 +0200, 411 861 49.705177 1 0,30.0,0.18804222222222225,13.91,13.91,4800.0
2025 05 11 18 26 49 +0200, 448 938 54.153511 1 0,30.0,0.18804222222222225,13.86,13.86,4800.0
